# all.topics.primary.relevance.judgements.final.tsv.txt
# This file contains all of the maximum-length span primary relevance judgments for the
# TREC 2007 Genomics track.
# Each line represents the relevance of judgment on one topic for one maximum-length span.
# Fields are tab-delimited in the following order:
# TOPIC	PMID	OFFSET	LENGTH	RELEVANCE
#
210	12140322	20259	1854	NOT_RELEVANT
210	12145191	30517	3974	NOT_RELEVANT
210	12145278	4531	3821	NOT_RELEVANT
210	12145302	80440	2882	RELEVANT
210	12147690	2197	3213	NOT_RELEVANT
210	12149239	5185	2707	NOT_RELEVANT
210	12154069	59720	854	NOT_RELEVANT
210	12161430	2324	4924	NOT_RELEVANT
210	12173241	19899	91	NOT_RELEVANT
210	12181163	18224	1715	NOT_RELEVANT
210	12183510	64527	16859	NOT_RELEVANT
210	12186857	5081	2497	NOT_RELEVANT
210	12186857	43606	1857	RELEVANT
210	12186857	80044	1470	NOT_RELEVANT
210	12186869	76724	2357	NOT_RELEVANT
210	12186869	84658	2252	NOT_RELEVANT
210	12200473	3965	2778	NOT_RELEVANT
210	12200473	11310	1731	NOT_RELEVANT
210	12218058	7415	1156	NOT_RELEVANT
210	12225976	37232	1804	NOT_RELEVANT
210	12244068	20469	500	NOT_RELEVANT
210	12244068	20972	1760	NOT_RELEVANT
210	12244068	22735	1813	NOT_RELEVANT
210	12244068	30401	2171	RELEVANT
210	12244074	827	3738	NOT_RELEVANT
210	12244074	22773	2606	NOT_RELEVANT
210	12244074	26984	2578	NOT_RELEVANT
210	12244074	40383	1287	NOT_RELEVANT
210	12244074	57966	1288	NOT_RELEVANT
210	12354781	15022	3658	NOT_RELEVANT
210	12364564	74296	414	NOT_RELEVANT
210	12388259	2297	1388	NOT_RELEVANT
210	12393521	9511	1955	NOT_RELEVANT
210	12393521	65698	2896	NOT_RELEVANT
210	12393554	8949	1764	RELEVANT
210	12393554	74414	2673	NOT_RELEVANT
210	12393554	89487	500	RELEVANT
210	12393557	45626	1095	NOT_RELEVANT
210	12393557	48668	680	NOT_RELEVANT
210	12393631	6990	3648	RELEVANT
210	12393631	54441	2100	RELEVANT
210	12393657	951	1454	NOT_RELEVANT
210	12397072	63916	1108	NOT_RELEVANT
210	12403782	3237	3643	NOT_RELEVANT
210	12403807	1409	1917	NOT_RELEVANT
210	12406889	5932	3303	RELEVANT
210	12427758	2294	3521	NOT_RELEVANT
210	12429731	9198	1383	NOT_RELEVANT
210	12433694	38184	1008	NOT_RELEVANT
210	12433924	37140	4747	NOT_RELEVANT
210	12438315	23811	1118	NOT_RELEVANT
210	12456797	956	3965	NOT_RELEVANT
210	12456797	43647	912	NOT_RELEVANT
210	12459555	4231	2793	RELEVANT
210	12459555	7027	1105	NOT_RELEVANT
210	12459555	8141	4273	RELEVANT
210	12460943	11007	1420	NOT_RELEVANT
210	12460945	4489	3715	NOT_RELEVANT
210	12464625	1909	1444	NOT_RELEVANT
210	12464625	3356	4119	NOT_RELEVANT
210	12466481	57269	2705	NOT_RELEVANT
210	12475987	63209	2393	NOT_RELEVANT
210	12482877	61663	1882	NOT_RELEVANT
210	12488243	6655	1945	NOT_RELEVANT
210	12488316	22474	2669	NOT_RELEVANT
210	12499376	23118	858	RELEVANT
210	12499376	68748	1100	NOT_RELEVANT
210	12499379	58797	2636	NOT_RELEVANT
210	12499379	66437	505	NOT_RELEVANT
210	12499400	13602	1965	NOT_RELEVANT
210	12499400	53397	1021	NOT_RELEVANT
210	12519774	6506	1999	NOT_RELEVANT
210	12519974	7849	868	NOT_RELEVANT
210	12522146	62073	1497	RELEVANT
210	12525476	9197	3378	NOT_RELEVANT
210	12538583	6194	648	NOT_RELEVANT
210	12538583	6851	4184	NOT_RELEVANT
210	12556465	8589	1243	NOT_RELEVANT
210	12556465	59525	1876	RELEVANT
210	12556465	79575	1749	NOT_RELEVANT
210	12571251	2811	3088	NOT_RELEVANT
210	12571251	66559	2365	NOT_RELEVANT
210	12584255	35854	3237	NOT_RELEVANT
210	12584255	41060	1860	NOT_RELEVANT
210	12588858	824	2782	NOT_RELEVANT
210	12588858	74808	2923	NOT_RELEVANT
210	12595305	51963	4059	NOT_RELEVANT
210	12598530	0	506	NOT_RELEVANT
210	12604806	24022	3454	NOT_RELEVANT
210	12609975	57617	2357	NOT_RELEVANT
210	12615904	28892	2580	NOT_RELEVANT
210	12615971	84880	1008	NOT_RELEVANT
210	12626385	1254	3001	NOT_RELEVANT
210	12626389	8438	2920	NOT_RELEVANT
210	12626395	10518	796	NOT_RELEVANT
210	12626401	4195	5273	NOT_RELEVANT
210	12626401	22577	1599	NOT_RELEVANT
210	12626415	95720	1796	NOT_RELEVANT
210	12626416	4070	171	NOT_RELEVANT
210	12626416	23728	959	NOT_RELEVANT
210	12626416	39007	576	NOT_RELEVANT
210	12626416	43644	2707	NOT_RELEVANT
210	12626417	3708	151	NOT_RELEVANT
210	12626417	3862	3147	NOT_RELEVANT
210	12626417	10912	1785	NOT_RELEVANT
210	12626417	12700	1072	NOT_RELEVANT
210	12626417	42972	744	NOT_RELEVANT
210	12626420	64538	719	RELEVANT
210	12626421	82525	717	RELEVANT
210	12634318	17300	1667	NOT_RELEVANT
210	12634318	63271	1525	NOT_RELEVANT
210	12634319	66844	616	NOT_RELEVANT
210	12634321	4035	3672	NOT_RELEVANT
210	12634321	28259	1140	NOT_RELEVANT
210	12634321	58209	968	NOT_RELEVANT
210	12637583	13720	1015	NOT_RELEVANT
210	12637583	20106	799	NOT_RELEVANT
210	12651883	3728	2863	NOT_RELEVANT
210	12651883	38923	2570	RELEVANT
210	12668592	56456	684	NOT_RELEVANT
210	12672699	1102	3676	NOT_RELEVANT
210	12672704	4558	3074	NOT_RELEVANT
210	12672704	7635	2967	NOT_RELEVANT
210	12672704	54932	2827	NOT_RELEVANT
210	12676960	94211	2346	RELEVANT
210	12682364	55571	1970	NOT_RELEVANT
210	12692154	1687	2144	NOT_RELEVANT
210	12692154	8343	844	NOT_RELEVANT
210	12702668	77186	2748	NOT_RELEVANT
210	12702669	4093	131	NOT_RELEVANT
210	12711670	75177	3964	NOT_RELEVANT
210	12714507	107370	663	NOT_RELEVANT
210	12716884	897	3982	NOT_RELEVANT
210	12716884	4882	2158	NOT_RELEVANT
210	12716887	57689	593	NOT_RELEVANT
210	12734200	39855	1141	NOT_RELEVANT
210	12734200	56246	1842	NOT_RELEVANT
210	12734200	73354	1208	NOT_RELEVANT
210	12736199	19765	2853	NOT_RELEVANT
210	12736199	93779	2567	NOT_RELEVANT
210	12738772	1473	3193	NOT_RELEVANT
210	12738772	58910	1638	NOT_RELEVANT
210	12740361	19128	1654	NOT_RELEVANT
210	12740389	4306	3307	NOT_RELEVANT
210	12773475	0	956	NOT_RELEVANT
210	12777252	104076	1696	NOT_RELEVANT
210	12807729	44029	6380	NOT_RELEVANT
210	12824372	20861	883	NOT_RELEVANT
210	12835399	73213	2241	NOT_RELEVANT
210	12851287	6053	1491	NOT_RELEVANT
210	12853624	869	3035	NOT_RELEVANT
210	12853624	10508	1273	NOT_RELEVANT
210	12869507	8080	2938	RELEVANT
210	12889478	3798	4724	RELEVANT
210	12889478	39379	1771	NOT_RELEVANT
210	12889478	63048	2218	RELEVANT
210	12907692	81250	714	RELEVANT
210	12907725	33464	1447	NOT_RELEVANT
210	12917292	5334	7682	NOT_RELEVANT
210	12917292	70974	2199	NOT_RELEVANT
210	12925572	47629	468	NOT_RELEVANT
210	12925577	1333	3338	RELEVANT
210	12925577	12209	2949	NOT_RELEVANT
210	12925577	48691	2047	NOT_RELEVANT
210	12928329	54570	3024	NOT_RELEVANT
210	12944431	57795	529	NOT_RELEVANT
210	12966037	44254	712	RELEVANT
210	14504081	46085	995	NOT_RELEVANT
210	14514716	4575	3415	NOT_RELEVANT
210	14514716	99437	380	NOT_RELEVANT
210	14519685	26837	2112	NOT_RELEVANT
210	14527940	10080	1372	NOT_RELEVANT
210	14566013	162851	372	NOT_RELEVANT
210	14570881	49085	7101	NOT_RELEVANT
210	14576170	1223	3119	NOT_RELEVANT
210	14576172	1190	3570	NOT_RELEVANT
210	14576173	4377	2385	RELEVANT
210	14592829	4026	3987	NOT_RELEVANT
210	14593101	43902	3029	RELEVANT
210	14612385	44689	1165	NOT_RELEVANT
210	14617637	34474	689	NOT_RELEVANT
210	14660601	32109	3136	RELEVANT
210	14663068	23044	1385	NOT_RELEVANT
210	14663068	28143	1894	NOT_RELEVANT
210	14679205	36049	1022	NOT_RELEVANT
210	14688283	52015	771	NOT_RELEVANT
210	14693916	5271	1162	NOT_RELEVANT
210	14693916	101129	3151	NOT_RELEVANT
210	14693916	113648	1862	NOT_RELEVANT
210	14699098	697	3348	NOT_RELEVANT
210	14701722	59644	2829	NOT_RELEVANT
210	14701799	4285	2743	NOT_RELEVANT
210	14701841	48378	1805	NOT_RELEVANT
210	14701841	51019	848	NOT_RELEVANT
210	14701843	7409	1383	NOT_RELEVANT
210	14701844	82788	1963	NOT_RELEVANT
210	14701853	53311	2475	NOT_RELEVANT
210	14702339	41052	2964	NOT_RELEVANT
210	14702339	78197	314	NOT_RELEVANT
210	14702339	116167	689	NOT_RELEVANT
210	14702388	1067	3510	NOT_RELEVANT
210	14709599	30017	4548	NOT_RELEVANT
210	14715651	43506	1817	NOT_RELEVANT
210	14715921	38002	5346	NOT_RELEVANT
210	14718370	43191	3174	NOT_RELEVANT
210	14718374	150309	612	NOT_RELEVANT
210	14745002	85703	288	NOT_RELEVANT
210	14752118	49093	2653	NOT_RELEVANT
210	14760005	66723	2366	NOT_RELEVANT
210	14764587	23744	1043	NOT_RELEVANT
210	14769795	33838	2375	NOT_RELEVANT
210	14988406	27108	1543	NOT_RELEVANT
210	14996843	1426	3806	NOT_RELEVANT
210	14998999	1665	3498	NOT_RELEVANT
210	14998999	63655	1421	NOT_RELEVANT
210	15014154	34473	2341	NOT_RELEVANT
210	15016829	29995	2671	NOT_RELEVANT
210	15033937	42338	4188	NOT_RELEVANT
210	15033937	46529	3156	NOT_RELEVANT
210	15033940	27041	808	NOT_RELEVANT
210	15033940	49131	842	NOT_RELEVANT
210	15033940	87620	755	RELEVANT
210	15044384	26217	1042	NOT_RELEVANT
210	15044388	629	3525	NOT_RELEVANT
210	15044388	4352	4576	NOT_RELEVANT
210	15044388	11874	1635	NOT_RELEVANT
210	15044388	16804	1652	NOT_RELEVANT
210	15044388	20749	2388	NOT_RELEVANT
210	15044388	24615	2809	NOT_RELEVANT
210	15044388	31336	3140	NOT_RELEVANT
210	15044388	35032	3122	NOT_RELEVANT
210	15044388	55496	2974	NOT_RELEVANT
210	15044389	19836	1476	NOT_RELEVANT
210	15044392	1004	3278	NOT_RELEVANT
210	15044392	50817	2477	NOT_RELEVANT
210	15044393	79036	477	NOT_RELEVANT
210	15044398	622	3559	NOT_RELEVANT
210	15044398	4316	3342	NOT_RELEVANT
210	15044398	38492	584	NOT_RELEVANT
210	15044398	57734	1347	NOT_RELEVANT
210	15044457	7219	883	NOT_RELEVANT
210	15047606	50619	1639	NOT_RELEVANT
210	15054092	26366	2263	NOT_RELEVANT
210	15056662	76241	1792	NOT_RELEVANT
210	15070676	64611	3117	NOT_RELEVANT
210	15070861	7374	2042	NOT_RELEVANT
210	15084511	53409	374	NOT_RELEVANT
210	15102706	101868	475	NOT_RELEVANT
210	15105532	64770	1575	NOT_RELEVANT
210	15105538	22185	1893	NOT_RELEVANT
210	15113765	12768	456	NOT_RELEVANT
210	15117961	1119	3312	NOT_RELEVANT
210	15123614	76415	2540	NOT_RELEVANT
210	15126624	97111	603	NOT_RELEVANT
210	15138271	57040	3772	NOT_RELEVANT
210	15140899	79385	1104	NOT_RELEVANT
210	15143156	57547	1647	NOT_RELEVANT
210	15148297	57362	342	NOT_RELEVANT
210	15148309	50422	1734	NOT_RELEVANT
210	15148309	86372	419	NOT_RELEVANT
210	15151984	74155	1729	NOT_RELEVANT
210	15159383	4487	2060	NOT_RELEVANT
210	15159402	2265	3590	NOT_RELEVANT
210	15159402	11918	584	NOT_RELEVANT
210	15159404	28447	2183	NOT_RELEVANT
210	15161920	10345	1842	NOT_RELEVANT
210	15161937	16691	1444	RELEVANT
210	15161941	4031	87	NOT_RELEVANT
210	15161967	3566	1181	NOT_RELEVANT
210	15166245	36070	1935	NOT_RELEVANT
210	15166245	62291	2514	NOT_RELEVANT
210	15166245	64808	878	NOT_RELEVANT
210	15173185	5280	4058	NOT_RELEVANT
210	15175256	66897	3602	NOT_RELEVANT
210	15175256	119118	538	NOT_RELEVANT
210	15175329	7107	1660	NOT_RELEVANT
210	15184370	74873	2896	NOT_RELEVANT
210	15184381	46365	2922	NOT_RELEVANT
210	15190003	8499	1681	NOT_RELEVANT
210	15190003	37602	2710	NOT_RELEVANT
210	15190003	48226	1139	NOT_RELEVANT
210	15190008	45962	660	NOT_RELEVANT
210	15201278	1096	3403	RELEVANT
210	15201278	41325	2346	NOT_RELEVANT
210	15201278	45715	2036	NOT_RELEVANT
210	15201278	56150	2516	NOT_RELEVANT
210	15201278	63638	1280	NOT_RELEVANT
210	15201288	62118	2391	NOT_RELEVANT
210	15208358	58724	548	NOT_RELEVANT
210	15218190	18250	657	NOT_RELEVANT
210	15220337	3889	2426	RELEVANT
210	15220337	64289	1217	NOT_RELEVANT
210	15226484	21834	4566	NOT_RELEVANT
210	15226484	27901	3659	NOT_RELEVANT
210	15226484	33850	863	NOT_RELEVANT
210	15226484	41680	2311	NOT_RELEVANT
210	15226484	49646	1332	NOT_RELEVANT
210	15226484	56599	2886	NOT_RELEVANT
210	15231832	27961	1078	NOT_RELEVANT
210	15231832	38187	2814	NOT_RELEVANT
210	15231832	42018	1044	NOT_RELEVANT
210	15234963	9192	1095	NOT_RELEVANT
210	15234978	8486	1606	NOT_RELEVANT
210	15253930	22544	2183	NOT_RELEVANT
210	15253930	24730	1441	NOT_RELEVANT
210	15253930	26174	1195	NOT_RELEVANT
210	15253930	30293	2033	NOT_RELEVANT
210	15253930	35339	810	NOT_RELEVANT
210	15253930	40586	2167	NOT_RELEVANT
210	15253930	42756	1565	NOT_RELEVANT
210	15253930	47515	862	NOT_RELEVANT
210	15253930	59203	220	NOT_RELEVANT
210	15253930	80252	534	NOT_RELEVANT
210	15256553	44064	2075	NOT_RELEVANT
210	15258150	10437	1110	NOT_RELEVANT
210	15258150	34233	2353	NOT_RELEVANT
210	15258150	38946	2145	NOT_RELEVANT
210	15258150	89979	1045	NOT_RELEVANT
210	15258150	91027	1994	NOT_RELEVANT
210	15266007	45234	901	NOT_RELEVANT
210	15271793	32919	1235	NOT_RELEVANT
210	15272000	71018	3325	NOT_RELEVANT
210	15280192	3913	3040	RELEVANT
210	15280425	76275	2199	NOT_RELEVANT
210	15284225	46120	1979	NOT_RELEVANT
210	15284229	38449	2656	NOT_RELEVANT
210	15292181	7973	3699	NOT_RELEVANT
210	15292181	45140	4765	NOT_RELEVANT
210	15292181	72618	3449	NOT_RELEVANT
210	15292257	13809	880	NOT_RELEVANT
210	15294915	58612	3260	NOT_RELEVANT
210	15304505	4095	2532	NOT_RELEVANT
210	15308675	54589	2453	NOT_RELEVANT
210	15317738	1658	3270	NOT_RELEVANT
210	15317738	4931	173	NOT_RELEVANT
210	15319280	51625	2735	NOT_RELEVANT
210	15319280	64177	1263	RELEVANT
210	15319280	65527	1262	RELEVANT
210	15322080	9662	1650	NOT_RELEVANT
210	15322080	68829	679	NOT_RELEVANT
210	15329358	0	344	NOT_RELEVANT
210	15339921	99771	4367	NOT_RELEVANT
210	15342550	46477	1595	NOT_RELEVANT
210	15351775	9710	805	NOT_RELEVANT
210	15353559	8667	1873	NOT_RELEVANT
210	15364955	8724	2730	NOT_RELEVANT
210	15364955	87485	1760	NOT_RELEVANT
210	15374885	402	2745	NOT_RELEVANT
210	15385557	84363	2049	NOT_RELEVANT
210	15385561	4470	3845	NOT_RELEVANT
210	15452127	23111	1537	NOT_RELEVANT
210	15452127	43644	1462	NOT_RELEVANT
210	15456735	1361	3575	NOT_RELEVANT
210	15456854	27263	3579	NOT_RELEVANT
210	15459016	8301	1420	NOT_RELEVANT
210	15459185	35814	1181	NOT_RELEVANT
210	15466853	6953	1640	RELEVANT
210	15466853	32772	2485	RELEVANT
210	15466853	62474	543	RELEVANT
210	15466867	31887	2943	RELEVANT
210	15471957	96053	409	NOT_RELEVANT
210	15483330	15557	994	NOT_RELEVANT
210	15483330	26836	1265	NOT_RELEVANT
210	15483330	31224	744	NOT_RELEVANT
210	15483330	46817	1988	NOT_RELEVANT
210	15485809	54422	841	NOT_RELEVANT
210	15501903	63775	1306	NOT_RELEVANT
210	15504723	49643	1441	NOT_RELEVANT
210	15504911	52573	1758	NOT_RELEVANT
210	15507441	50177	2095	NOT_RELEVANT
210	15514007	18111	285	NOT_RELEVANT
210	15514007	29556	1544	NOT_RELEVANT
210	15520017	55284	742	NOT_RELEVANT
210	15520017	83246	478	NOT_RELEVANT
210	15522873	32669	672	NOT_RELEVANT
210	15522894	64862	503	NOT_RELEVANT
210	15525818	41830	3937	NOT_RELEVANT
210	15537790	40288	1418	NOT_RELEVANT
210	15542540	51664	3361	NOT_RELEVANT
210	15542590	32396	1956	NOT_RELEVANT
210	15542599	44997	1511	NOT_RELEVANT
210	15542599	46530	1437	NOT_RELEVANT
210	15545280	0	678	NOT_RELEVANT
210	15545280	25295	3462	NOT_RELEVANT
210	15545280	50158	1660	NOT_RELEVANT
210	15556939	6962	2113	NOT_RELEVANT
210	15557235	42642	1523	NOT_RELEVANT
210	15561728	3086	1214	NOT_RELEVANT
210	15561728	61584	999	NOT_RELEVANT
210	15563450	60595	5361	NOT_RELEVANT
210	15574464	4189	3102	NOT_RELEVANT
210	15574802	40809	641	NOT_RELEVANT
210	15579473	57974	2183	NOT_RELEVANT
210	15590627	39556	3299	NOT_RELEVANT
210	15591039	47873	2539	NOT_RELEVANT
210	15613545	57335	2555	NOT_RELEVANT
210	15615721	107183	1192	NOT_RELEVANT
210	15618227	57513	3704	NOT_RELEVANT
210	15632177	5057	3252	NOT_RELEVANT
210	15640152	7122	2507	NOT_RELEVANT
210	15642735	64057	3020	NOT_RELEVANT
210	15642735	68630	3198	NOT_RELEVANT
210	15642744	45957	3065	RELEVANT
210	15649890	1189	4025	NOT_RELEVANT
210	15649890	15190	576	NOT_RELEVANT
210	15649890	82881	1711	NOT_RELEVANT
210	15649890	90013	3175	NOT_RELEVANT
210	15653671	3888	3295	NOT_RELEVANT
210	15653684	6125	3920	NOT_RELEVANT
210	15653684	49251	1544	NOT_RELEVANT
210	15657041	45377	1575	NOT_RELEVANT
210	15659757	70904	456	NOT_RELEVANT
210	15661757	59762	1188	NOT_RELEVANT
210	15668241	64841	4834	NOT_RELEVANT
210	15677449	8202	1149	NOT_RELEVANT
210	15677449	10707	1477	NOT_RELEVANT
210	15677449	52821	2164	NOT_RELEVANT
210	15687105	74794	1519	NOT_RELEVANT
210	15691850	33868	3363	NOT_RELEVANT
210	15695806	8151	1503	NOT_RELEVANT
210	15705564	69770	1300	NOT_RELEVANT
210	15713668	8869	1313	NOT_RELEVANT
210	15713669	29323	1604	NOT_RELEVANT
210	15723833	58802	2025	NOT_RELEVANT
210	15723834	1605	3205	NOT_RELEVANT
210	15723834	8643	1189	NOT_RELEVANT
210	15723834	9835	632	NOT_RELEVANT
210	15723834	16093	1465	NOT_RELEVANT
210	15723834	32476	2362	NOT_RELEVANT
210	15723834	34841	2531	NOT_RELEVANT
210	15728186	29924	4798	NOT_RELEVANT
210	15728577	1119	3673	NOT_RELEVANT
210	15767460	12429	2086	NOT_RELEVANT
210	15769847	922	2931	NOT_RELEVANT
210	15778504	44571	1070	NOT_RELEVANT
210	15778504	65783	763	NOT_RELEVANT
210	15781455	8245	2067	NOT_RELEVANT
210	15788414	639	4223	NOT_RELEVANT
210	15788414	7693	2196	NOT_RELEVANT
210	15788414	48287	1847	NOT_RELEVANT
210	15788414	55551	2089	NOT_RELEVANT
210	15788414	57662	2120	NOT_RELEVANT
210	15788414	61596	1313	NOT_RELEVANT
210	15788414	62931	2351	NOT_RELEVANT
210	15788414	67534	3039	NOT_RELEVANT
210	15788414	80920	1849	NOT_RELEVANT
210	15809311	49044	1472	NOT_RELEVANT
210	15814589	103956	536	RELEVANT
210	15817677	41186	1096	NOT_RELEVANT
210	15824084	39446	1606	RELEVANT
210	15831954	29481	1993	NOT_RELEVANT
210	15843370	62316	1871	NOT_RELEVANT
210	15845541	26504	2878	NOT_RELEVANT
210	15857853	72638	611	NOT_RELEVANT
210	15899899	22759	1083	NOT_RELEVANT
210	15901854	17672	1133	NOT_RELEVANT
210	15905181	55793	1368	NOT_RELEVANT
210	15908430	84498	5078	NOT_RELEVANT
210	15908477	28598	1830	NOT_RELEVANT
210	15911611	856	3244	RELEVANT
210	15914656	4512	5125	NOT_RELEVANT
210	15917239	16275	4198	NOT_RELEVANT
210	15923644	4953	2728	NOT_RELEVANT
210	15928315	32322	1903	NOT_RELEVANT
210	15955802	48358	1091	NOT_RELEVANT
210	15961396	16381	768	NOT_RELEVANT
210	15961396	54764	1436	NOT_RELEVANT
210	15967783	63111	35137	NOT_RELEVANT
210	15976184	41177	2232	NOT_RELEVANT
210	15976184	43412	788	NOT_RELEVANT
210	15976184	59968	819	NOT_RELEVANT
210	15980069	66094	1475	NOT_RELEVANT
210	15983067	10425	1894	NOT_RELEVANT
210	15994302	33705	3654	NOT_RELEVANT
210	16006652	35221	2716	NOT_RELEVANT
210	16027124	60201	3694	NOT_RELEVANT
210	16027151	3897	2937	NOT_RELEVANT
210	16027151	66129	2678	NOT_RELEVANT
210	16055806	14019	1645	NOT_RELEVANT
210	16079142	3183	3131	NOT_RELEVANT
210	16091476	42734	2598	NOT_RELEVANT
210	16091476	45335	1182	NOT_RELEVANT
210	16093323	52478	3184	NOT_RELEVANT
210	16103408	33227	1706	NOT_RELEVANT
210	16103408	46349	1876	RELEVANT
210	16118399	26857	803	NOT_RELEVANT
210	16135511	91163	2993	NOT_RELEVANT
210	16147996	584	3284	NOT_RELEVANT
210	16147996	28197	2521	NOT_RELEVANT
210	16147996	32903	3243	NOT_RELEVANT
210	16150691	45973	1551	NOT_RELEVANT
210	16150908	86338	37791	NOT_RELEVANT
210	16151203	35787	2168	NOT_RELEVANT
210	16166094	70766	2962	NOT_RELEVANT
210	16170054	9856	1112	NOT_RELEVANT
210	16172132	74225	2266	NOT_RELEVANT
210	16183648	46718	5588	NOT_RELEVANT
210	16257980	31822	2485	NOT_RELEVANT
210	16257980	49948	2901	NOT_RELEVANT
210	16272244	52519	3019	NOT_RELEVANT
210	16291721	39959	1551	NOT_RELEVANT
210	16291789	15480	1033	NOT_RELEVANT
210	16291789	38126	2705	NOT_RELEVANT
210	16291789	69644	1724	NOT_RELEVANT
210	16291789	79048	808	NOT_RELEVANT
211	7592771	11583	1168	NOT_RELEVANT
211	7629202	49194	4628	NOT_RELEVANT
211	7642592	8414	1526	NOT_RELEVANT
211	7665620	39355	1521	NOT_RELEVANT
211	7782325	61275	324	NOT_RELEVANT
211	7814415	72748	1698	NOT_RELEVANT
211	7822301	6569	1593	NOT_RELEVANT
211	7852416	49180	4072	NOT_RELEVANT
211	7890770	80658	429	NOT_RELEVANT
211	8530379	9227	1170	NOT_RELEVANT
211	8557659	31875	207	NOT_RELEVANT
211	8557659	35969	1133	NOT_RELEVANT
211	8621608	25801	446	NOT_RELEVANT
211	8626437	20899	3589	NOT_RELEVANT
211	8626611	43283	2413	NOT_RELEVANT
211	8647845	23494	2499	NOT_RELEVANT
211	9006938	25893	2355	NOT_RELEVANT
211	9013605	9205	2436	NOT_RELEVANT
211	9013605	27095	3032	NOT_RELEVANT
211	9013636	39241	1512	NOT_RELEVANT
211	9020108	2959	2616	NOT_RELEVANT
211	9024696	4418	1130	NOT_RELEVANT
211	9024696	14464	1083	NOT_RELEVANT
211	9024696	18164	1294	NOT_RELEVANT
211	9024696	35576	2462	NOT_RELEVANT
211	9024696	42968	789	NOT_RELEVANT
211	9024696	43880	1573	NOT_RELEVANT
211	9024696	45518	3489	NOT_RELEVANT
211	9024696	49072	729	NOT_RELEVANT
211	9024696	49931	4390	NOT_RELEVANT
211	9024696	58757	1559	NOT_RELEVANT
211	9024696	64979	11706	NOT_RELEVANT
211	9045670	45796	3783	NOT_RELEVANT
211	9053447	27438	356	NOT_RELEVANT
211	9075733	33615	688	NOT_RELEVANT
211	9079683	37366	1191	NOT_RELEVANT
211	9087441	55695	1565	NOT_RELEVANT
211	9092585	33304	2206	NOT_RELEVANT
211	9099725	6658	1416	NOT_RELEVANT
211	9115242	39750	4083	NOT_RELEVANT
211	9115257	3451	1515	NOT_RELEVANT
211	9115257	5179	1133	NOT_RELEVANT
211	9115257	10355	674	NOT_RELEVANT
211	9115257	11403	564	NOT_RELEVANT
211	9115257	13111	2540	NOT_RELEVANT
211	9115257	18707	1073	RELEVANT
211	9115257	20673	662	NOT_RELEVANT
211	9115257	29297	12397	NOT_RELEVANT
211	9115257	41782	1322	NOT_RELEVANT
211	9115257	43194	2145	NOT_RELEVANT
211	9115257	45384	3563	NOT_RELEVANT
211	9115257	51783	2030	NOT_RELEVANT
211	9115257	53918	2066	NOT_RELEVANT
211	9115257	56168	2375	NOT_RELEVANT
211	9115257	58588	2790	NOT_RELEVANT
211	9115257	61660	596	NOT_RELEVANT
211	9115257	62283	961	NOT_RELEVANT
211	9115257	64957	1502	NOT_RELEVANT
211	9115257	66486	874	NOT_RELEVANT
211	9115257	69234	1218	NOT_RELEVANT
211	9115280	84547	1618	NOT_RELEVANT
211	9148889	12275	527	NOT_RELEVANT
211	9148889	12864	2103	RELEVANT
211	9148889	15413	3364	NOT_RELEVANT
211	9148889	19554	5100	NOT_RELEVANT
211	9148889	30358	2406	NOT_RELEVANT
211	9148889	33491	593	NOT_RELEVANT
211	9148889	34111	667	NOT_RELEVANT
211	9153188	30329	2887	NOT_RELEVANT
211	9182656	39932	3569	NOT_RELEVANT
211	9202039	20022	2881	NOT_RELEVANT
211	9211892	36960	96	NOT_RELEVANT
211	9218439	26357	2142	NOT_RELEVANT
211	9226163	33710	3332	NOT_RELEVANT
211	9235954	17181	95	NOT_RELEVANT
211	9261161	17641	5276	NOT_RELEVANT
211	9265643	47361	2209	NOT_RELEVANT
211	9268381	24679	2731	NOT_RELEVANT
211	9334352	60779	19811	NOT_RELEVANT
211	9348294	5067	4736	NOT_RELEVANT
211	9348304	60828	127	NOT_RELEVANT
211	9358855	47871	1174	NOT_RELEVANT
211	9358855	53114	569	NOT_RELEVANT
211	9422713	54048	2607	NOT_RELEVANT
211	9422760	40756	2228	NOT_RELEVANT
211	9430700	0	1101	NOT_RELEVANT
211	9430700	27227	2237	NOT_RELEVANT
211	9430700	29467	1781	RELEVANT
211	9430700	45035	726	NOT_RELEVANT
211	9486122	3780	95	NOT_RELEVANT
211	9488714	6651	1615	NOT_RELEVANT
211	9490727	38679	3327	NOT_RELEVANT
211	9516161	82660	3441	NOT_RELEVANT
211	9531559	55140	112	NOT_RELEVANT
211	9536086	37940	565	NOT_RELEVANT
211	9536092	40584	564	NOT_RELEVANT
211	9612213	68366	1571	NOT_RELEVANT
211	9660868	6241	1223	NOT_RELEVANT
211	9660868	70558	2413	NOT_RELEVANT
211	9660869	13195	1310	RELEVANT
211	9660869	16321	1481	RELEVANT
211	9660869	28256	2499	NOT_RELEVANT
211	9660869	30782	1000	NOT_RELEVANT
211	9668110	14621	2420	NOT_RELEVANT
211	9677374	14756	2498	RELEVANT
211	9677374	24869	1552	NOT_RELEVANT
211	9677374	41327	1720	NOT_RELEVANT
211	9677374	43050	3295	NOT_RELEVANT
211	9679147	6776	1654	NOT_RELEVANT
211	9679147	47229	2349	NOT_RELEVANT
211	9694864	3482	1538	NOT_RELEVANT
211	9694864	6410	1250	NOT_RELEVANT
